,drugbank_id,drugbank_tid,CID,mol_id,action
1069,DB00529,BE0000343,3415,1780831,inhibitor
1070,DB00529,BE0000308,3415,59530,inhibitor
1071,DB00530,BE0000767,176870,757924,antagonist
1072,DB00530,BE0000956,176870,3511138,agonist
1073,DB00535,BE0003621,6915944,150279,inhibitor
1074,DB00535,BE0001075,6915944,189040,inhibitor
1075,DB00537,BE0000429,2764,1574370,inhibitor
1076,DB00537,BE0000366,2764,1574722,inhibitor
1077,DB00537,BE0000742,2764,292830,inhibitor
1078,DB00539,BE0000123,3005573,31234,modulator
1079,DB00540,BE0000486,4543,189258,inhibitor
1080,DB00540,BE0000749,4543,36433,inhibitor
1081,DB00540,BE0000451,4543,36431,antagonist
1082,DB00540,BE0000291,4543,189928,antagonist
1083,DB00540,BE0000442,4543,510296,antagonist
1084,DB00540,BE0000501,4543,433201,antagonist
1085,DB00540,BE0000715,4543,177807,antagonist
1086,DB00540,BE0000092,4543,34451,antagonist
1087,DB00540,BE0000560,4543,177990,antagonist
1088,DB00540,BE0000045,4543,32324,antagonist
1089,DB00540,BE0000405,4543,61970253,antagonist
1090,DB00540,BE0000247,4543,177988,antagonist
1091,DB00540,BE0000533,4543,338028,antagonist
1092,DB00540,BE0000945,4543,1162924,binder
1093,DB00540,BE0004864,4543,178196,antagonist
1094,DB00540,BE0004864,4543,178198,antagonist
1095,DB00540,BE0004864,4543,178194,antagonist
1096,DB00540,BE0004872,4543,178200,antagonist
1097,DB00540,BE0004872,4543,29371,antagonist
1098,DB00540,BE0004872,4543,178896,antagonist
1099,DB00540,BE0000756,4543,181432,antagonist
1100,DB00540,BE0004897,4543,1783387,binder
1101,DB00541,BE0000143,5978,338695,inhibitor
1102,DB00541,BE0001391,5978,32015,inhibitor
1103,DB00542,BE0000221,5362124,178286,inhibitor
1104,DB00543,BE0000486,2170,189258,inhibitor
1105,DB00543,BE0000749,2170,36433,inhibitor
1106,DB00543,BE0000756,2170,181432,antagonist
1107,DB00543,BE0000020,2170,30397,antagonist
1108,DB00543,BE0000289,2170,178196,antagonist
1109,DB00543,BE0000501,2170,433201,antagonist
1110,DB00543,BE0000092,2170,34451,antagonist
1111,DB00543,BE0000795,2170,31631,antagonist
1112,DB00543,BE0000451,2170,36431,antagonist
1113,DB00543,BE0000533,2170,338028,antagonist
1114,DB00543,BE0000945,2170,1162924,antagonist
1115,DB00543,BE0000650,2170,1857143,antagonist
1116,DB00543,BE0000581,2170,927342,antagonist
1117,DB00543,BE0000389,2170,291946,antagonist
1118,DB00543,BE0000442,2170,510296,antagonist
1119,DB00543,BE0004863,2170,433201,antagonist
1120,DB00543,BE0004863,2170,177807,antagonist
1121,DB00543,BE0004890,2170,34451,antagonist
1122,DB00543,BE0004890,2170,177990,antagonist
1123,DB00543,BE0004890,2170,32324,antagonist
1124,DB00543,BE0004890,2170,61970253,antagonist
1125,DB00543,BE0004890,2170,177988,antagonist
1126,DB00543,BE0000393,2170,475198,antagonist
1127,DB00543,BE0000311,2170,681914,antagonist
1128,DB00543,BE0000291,2170,189928,antagonist
1129,DB00543,BE0000797,2170,219679,antagonist
1130,DB00543,BE0004864,2170,178196,antagonist
1131,DB00543,BE0004864,2170,178198,antagonist
1132,DB00543,BE0004864,2170,178194,antagonist
1133,DB00543,BE0000146,2170,10241847,binder
1134,DB00543,BE0004797,2170,31631,binder
1135,DB00543,BE0004797,2170,386422,binder
1136,DB00543,BE0004797,2170,386424,binder
1137,DB00543,BE0004797,2170,905393,binder
1138,DB00543,BE0004797,2170,182916,binder
1139,DB00543,BE0004797,2170,1470364,binder
1140,DB00543,BE0004797,2170,31635,binder
1141,DB00543,BE0004797,2170,455946,binder
1142,DB00543,BE0004797,2170,182925,binder
1143,DB00543,BE0004797,2170,2388693,binder
1144,DB00543,BE0004797,2170,1857126,binder
1145,DB00543,BE0004797,2170,193783776,binder
1146,DB00543,BE0004797,2170,31637,binder
1147,DB00543,BE0004797,2170,1754749,binder
1148,DB00543,BE0004797,2170,2197001,binder
1149,DB00543,BE0004797,2170,7861736,binder
1150,DB00543,BE0000647,2170,553260,binder
1151,DB00544,BE0000324,3385,37479,other
1152,DB00545,BE0000426,4991,177975,antagonist
1153,DB00545,BE0000426,4991,177975,inhibitor
1154,DB00545,BE0002180,4991,1311630,antagonist
1155,DB00546,BE0000795,37632,31631,potentiator
1156,DB00546,BE0000381,37632,386422,potentiator
1157,DB00546,BE0000523,37632,386424,potentiator
1158,DB00546,BE0000471,37632,182916,potentiator
1159,DB00546,BE0003593,37632,193783776,potentiator
1160,DB00546,BE0003592,37632,31637,potentiator
1161,DB00546,BE0003594,37632,1754749,potentiator
1162,DB00546,BE0002344,37632,31635,potentiator
1163,DB00546,BE0002346,37632,455946,potentiator
1164,DB00546,BE0002345,37632,182925,potentiator
1165,DB00546,BE0003599,37632,2388693,potentiator
1166,DB00546,BE0003595,37632,1857126,potentiator
1167,DB00546,BE0003596,37632,2197001,potentiator
1168,DB00546,BE0000129,37632,182911,potentiator
1169,DB00546,BE0003598,37632,456428,potentiator
1170,DB00547,BE0000794,5311067,31680,agonist
1171,DB00548,BE0000474,2266,14246533,inhibitor
1172,DB00548,BE0003610,2266,431857,inhibitor
1173,DB00548,BE0000585,2266,338469,inhibitor
1174,DB00548,BE0000252,2266,340037,inhibitor
1175,DB00548,BE0000498,2266,42461,inhibitor
1176,DB00549,BE0000705,5717,5353887,antagonist
1177,DB00550,BE0000507,657298,339867,inhibitor
1178,DB00551,BE0000334,1990,149337,inhibitor
1179,DB00551,BE0001198,1990,435970,inhibitor
1180,DB00552,BE0002214,439693,28380,inhibitor
1181,DB00554,BE0000262,54676228,291988,inhibitor
1182,DB00554,BE0000017,54676228,387018,inhibitor
1183,DB00555,BE0002081,3878,457879,inhibitor
1184,DB00555,BE0000013,3878,256155,inhibitor
1185,DB00555,BE0000924,3878,177892,inhibitor
1186,DB00555,BE0000501,3878,433201,inhibitor
1187,DB00555,BE0000289,3878,178196,inhibitor
1188,DB00555,BE0000172,3878,178200,inhibitor
1189,DB00555,BE0004889,3878,30397,inhibitor
1190,DB00555,BE0004889,3878,32049,inhibitor
1191,DB00555,BE0000756,3878,181432,inhibitor
1192,DB00555,BE0004797,3878,31631,inhibitor
1193,DB00555,BE0004797,3878,386422,inhibitor
1194,DB00555,BE0004797,3878,386424,inhibitor
1195,DB00555,BE0004797,3878,905393,inhibitor
1196,DB00555,BE0004797,3878,182916,inhibitor
1197,DB00555,BE0004797,3878,1470364,inhibitor
1198,DB00555,BE0004797,3878,31635,inhibitor
1199,DB00555,BE0004797,3878,455946,inhibitor
1200,DB00555,BE0004797,3878,182925,inhibitor
1201,DB00555,BE0004797,3878,2388693,inhibitor
1202,DB00555,BE0004797,3878,1857126,inhibitor
1203,DB00555,BE0004797,3878,193783776,inhibitor
1204,DB00555,BE0004797,3878,31637,inhibitor
1205,DB00555,BE0004797,3878,1754749,inhibitor
1206,DB00555,BE0004797,3878,2197001,inhibitor
1207,DB00555,BE0004797,3878,7861736,inhibitor
1208,DB00555,BE0008668,3878,31631,inhibitor
1209,DB00555,BE0008668,3878,386422,inhibitor
1210,DB00555,BE0008668,3878,386424,inhibitor
1211,DB00555,BE0008668,3878,905393,inhibitor
1212,DB00555,BE0008668,3878,182916,inhibitor
1213,DB00555,BE0008668,3878,1470364,inhibitor
1214,DB00555,BE0008668,3878,193783776,inhibitor
1215,DB00555,BE0008668,3878,31637,inhibitor
1216,DB00555,BE0008668,3878,1754749,inhibitor
1217,DB00555,BE0000442,3878,510296,inhibitor
1218,DB00555,BE0000632,3878,532060,inhibitor
1219,DB00555,BE0004890,3878,34451,inhibitor
1220,DB00555,BE0004890,3878,177990,inhibitor
1221,DB00555,BE0004890,3878,32324,inhibitor
1222,DB00555,BE0004890,3878,61970253,inhibitor
1223,DB00555,BE0004890,3878,177988,inhibitor
1224,DB00555,BE0000451,3878,36431,inhibitor
1225,DB00555,BE0000311,3878,681914,inhibitor
1226,DB00557,BE0000442,3658,510296,antagonist
1227,DB00558,BE0000057,60855,324460,inhibitor
1228,DB00559,BE0000521,104865,238636,antagonist
1229,DB00559,BE0000043,104865,182276,antagonist
1230,DB00560,BE0000127,54686904,535073,other
1231,DB00560,BE0000279,54686904,43010,other
1232,DB00560,BE0003709,54686904,581217,other
1233,DB00560,BE0003708,54686904,809690,other
1234,DB00560,BE0003710,54686904,42826,other
1235,DB00562,BE0000419,2343,1172161,inhibitor
1236,DB00562,BE0000267,2343,29600,inhibitor
1237,DB00562,BE0000322,2343,179780,inhibitor
1238,DB00562,BE0000535,2343,179791,inhibitor
1239,DB00562,BE0001653,2343,2984693,inhibitor
1240,DB00563,BE0000330,126941,182724,inhibitor
1241,DB00564,BE0000197,2554,184039,inhibitor
1242,DB00565,BE0000738,62886,1458110,antagonist
1260,DB00570,BE0001340,13342,37492,other
1261,DB00570,BE0000143,13342,338695,other
1262,DB00570,BE0003711,13342,6457580,other
1263,DB00570,BE0003713,13342,183703,other
1264,DB00570,BE0003712,13342,6457582,other
1265,DB00570,BE0001040,13342,386839,other
1266,DB00571,BE0000172,4946,178200,antagonist
1267,DB00571,BE0000694,4946,29371,antagonist
1268,DB00571,BE0001012,4946,178896,antagonist
1269,DB00571,BE0000291,4946,189928,other
1270,DB00571,BE0000797,4946,219679,other
1271,DB00573,BE0000262,3342,291988,inhibitor
1272,DB00573,BE0000017,3342,387018,inhibitor
1273,DB00573,BE0000071,3342,307341,activator
1274,DB00575,BE0000289,2803,178196,agonist
1275,DB00575,BE0000572,2803,178198,agonist
1276,DB00575,BE0000342,2803,178194,agonist
1277,DB00575,BE0000501,2803,433201,agonist
1278,DB00575,BE0000715,2803,177807,agonist
1279,DB00577,BE0000308,60773,59530,inhibitor
1280,DB00577,BE0000458,60773,8100965,inducer
1281,DB00579,BE0000486,4020,189258,inhibitor
1282,DB00579,BE0000647,4020,553260,inhibitor
1283,DB00579,BE0000749,4020,36433,inhibitor
1284,DB00581,BE0000116,11333,145821,other
1285,DB00582,BE0000233,71616,578119,antagonist
1286,DB00582,BE0000233,71616,578119,inhibitor
1287,DB00583,BE0000406,10917,755646,activator
1288,DB00585,BE0000112,3033637,184088,antagonist
1289,DB00587,BE0000705,6436135,5353887,antagonist
1290,DB00588,BE0000794,444036,31680,agonist
1291,DB00588,BE0000557,444036,35652,agonist
1292,DB00588,BE0000657,444036,190007,inhibitor
1293,DB00588,BE0000668,444036,307166,antagonist
1294,DB00589,BE0000756,28864,181432,agonist
1295,DB00589,BE0000581,28864,927342,agonist
1296,DB00589,BE0000389,28864,291946,agonist
1297,DB00589,BE0000020,28864,30397,antagonist
1298,DB00589,BE0000145,28864,32049,antagonist
1299,DB00589,BE0000291,28864,189928,agonist
1300,DB00589,BE0000659,28864,177772,agonist
1301,DB00589,BE0000393,28864,475198,antagonist
1302,DB00589,BE0000451,28864,36431,agonist
1303,DB00589,BE0000533,28864,338028,agonist
1304,DB00589,BE0000797,28864,219679,agonist
1305,DB00589,BE0000289,28864,178196,other
1306,DB00589,BE0000572,28864,178198,other
1307,DB00589,BE0000342,28864,178194,other
1308,DB00590,BE0000501,3157,433201,antagonist
1309,DB00590,BE0000715,3157,177807,antagonist
1310,DB00590,BE0000090,3157,487738,inhibitor
1311,DB00590,BE0000462,3157,11878259,inhibitor
1312,DB00590,BE0000699,3157,4104136,inhibitor
1313,DB00593,BE0000483,3291,6625659,inhibitor
1314,DB00594,BE0000190,16231,452650,inhibitor
1315,DB00594,BE0000024,16231,1004271,inhibitor
1316,DB00594,BE0000497,16231,1004273,inhibitor
1317,DB00594,BE0000495,16231,1066457,inhibitor
1318,DB00594,BE0000351,16231,177960,inhibitor
1319,DB00594,BE0000678,16231,1256017,inhibitor
1320,DB00594,BE0000353,16231,1871168,inhibitor
1321,DB00594,BE0000752,16231,178753,inhibitor
1322,DB00594,BE0000895,16231,1834524,inhibitor
1324,DB00598,BE0000172,3869,178200,antagonist
1325,DB00598,BE0000694,3869,29371,antagonist
1326,DB00598,BE0004863,3869,433201,antagonist
1327,DB00598,BE0004863,3869,177807,antagonist
1328,DB00600,BE0000252,7638,340037,inhibitor
1329,DB00603,BE0000557,6279,35652,agonist
1330,DB00603,BE0000123,6279,31234,agonist
1331,DB00605,BE0000262,1548887,291988,inhibitor
1332,DB00605,BE0000017,1548887,387018,inhibitor
1333,DB00605,BE0000747,1548887,178487,inhibitor
1334,DB00605,BE0001062,1548887,31221,inhibitor
1335,DB00605,BE0001007,1548887,190230,modulator
1336,DB00605,BE0003561,1548887,4204216,antagonist
1337,DB00605,BE0004353,1548887,3150035,inhibitor
1338,DB00606,BE0000229,2910,1575004,inhibitor
1339,DB00606,BE0000267,2910,29600,inhibitor
1340,DB00606,BE0000322,2910,179780,inhibitor
1341,DB00606,BE0000535,2910,179791,inhibitor
1342,DB00607,BE0004335,8982,15457529,inhibitor
1343,DB00607,BE0003624,8982,984233,inhibitor
1344,DB00607,BE0004290,8982,153767,inhibitor
1345,DB00610,BE0000501,5906,433201,agonist
1346,DB00612,BE0000172,2405,178200,antagonist
1347,DB00612,BE0000694,2405,29371,antagonist
1348,DB00615,BE0000461,6323490,147715,inhibitor
1349,DB00615,BE0000257,6323490,42818,inhibitor
1350,DB00615,BE0003707,6323490,42814,inhibitor
1351,DB00615,BE0001120,6323490,32488,other
1352,DB00615,BE0001165,6323490,553797,other
1353,DB00617,BE0000012,8280,5565888,other
1354,DB00618,BE0000127,54680690,535073,inhibitor
1355,DB00618,BE0000019,54680690,42798,inhibitor
1356,DB00619,BE0003600,5291,162135198,inhibitor
1357,DB00619,BE0000453,5291,34085,antagonist
1358,DB00619,BE0000453,5291,34085,multitarget
1359,DB00619,BE0001104,5291,2795880,inhibitor
1360,DB00619,BE0001039,5291,339918,antagonist
1361,DB00619,BE0000853,5291,553224,antagonist
1362,DB00619,BE0000852,5291,189734,antagonist
1363,DB00619,BE0001124,5291,306475,antagonist
1364,DB00619,BE0000014,5291,28237,inhibitor
1365,DB00619,BE0000205,5291,189732,antagonist
1366,DB00621,BE0000132,5878,178628,agonist
1367,DB00622,BE0002354,4474,300417,inhibitor
1368,DB00622,BE0000691,4474,179762,inhibitor
1369,DB00622,BE0002359,4474,179764,inhibitor
1370,DB00622,BE0003565,4474,1151109,inhibitor
1371,DB00622,BE0000501,4474,433201,antagonist
1372,DB00622,BE0000715,4474,177807,antagonist
1373,DB00622,BE0000092,4474,34451,antagonist
1374,DB00622,BE0000560,4474,177990,antagonist
1375,DB00622,BE0000045,4474,32324,antagonist
1376,DB00622,BE0000405,4474,61970253,antagonist
1377,DB00622,BE0000247,4474,177988,antagonist
1378,DB00622,BE0000418,4474,179888,other
1379,DB00623,BE0000756,3372,181432,antagonist
1380,DB00623,BE0000020,3372,30397,antagonist
1381,DB00623,BE0000418,3372,179888,inhibitor
1382,DB00624,BE0000132,6013,178628,agonist
1383,DB00625,BE0004136,64139,896047,inhibitor
1384,DB00629,BE0000289,3517,178196,agonist
1385,DB00629,BE0000572,3517,178198,binder
1386,DB00630,BE0000776,2088,182399,inhibitor
1387,DB00630,BE0000980,2088,190748,inhibitor
1388,DB00630,BE0003567,2088,1109792,inhibitor
1389,DB00630,BE0003568,2088,35792,inhibitor
1390,DB00630,BE0003569,2088,291868,inhibitor
1391,DB00631,BE0000546,119182,35568,inhibitor
1392,DB00631,BE0000325,119182,36065,inhibitor
1393,DB00632,BE0000594,12620,1334868,other
1394,DB00632,BE0000712,12620,291520,other
1395,DB00634,BE0000803,5320,41273,inhibitor
1396,DB00636,BE0000071,2796,307341,agonist
1397,DB00640,BE0000924,60961,177892,agonist
1398,DB00640,BE0000241,60961,178150,agonist
1399,DB00640,BE0000354,60961,349449,agonist
1400,DB00640,BE0000013,60961,256155,agonist
1401,DB00641,BE0000574,54454,306865,inhibitor
1402,DB00641,BE0001041,54454,307113,other
1403,DB00641,BE0000516,54454,31422,inhibitor
1404,DB00642,BE0000324,446556,37479,inhibitor
1405,DB00642,BE0001240,446556,1263196,inhibitor
1406,DB00642,BE0000330,446556,182724,inhibitor
1407,DB00642,BE0000882,446556,31642,inhibitor
1408,DB00645,BE0000177,3180,4838145,inhibitor
1409,DB00648,BE0000731,4211,181333,inducer
1410,DB00648,BE0000242,4211,557734,unknown
1411,DB00648,BE0000132,4211,178628,antagonist
1412,DB00649,BE0004136,18283,896047,inhibitor
1413,DB00651,BE0000487,3182,347122,inhibitor
1414,DB00651,BE0001133,3182,347120,inhibitor
1415,DB00651,BE0002353,3182,727223,inhibitor
1416,DB00651,BE0001287,3182,347130,inhibitor
1417,DB00651,BE0000013,3182,256155,antagonist
1418,DB00651,BE0000924,3182,177892,antagonist
1419,DB00651,BE0000706,3182,5566609,inhibitor
1420,DB00651,BE0000627,3182,8439497,inhibitor
1421,DB00654,BE0000610,5311221,456564,agonist
1422,DB00655,BE0000123,5870,31234,agonist
1423,DB00656,BE0000451,5533,36431,antagonist
1424,DB00656,BE0000533,5533,338028,agonist
1425,DB00656,BE0000749,5533,36433,inhibitor
1426,DB00656,BE0000291,5533,189928,agonist
1427,DB00656,BE0000442,5533,510296,antagonist
1428,DB00656,BE0000501,5533,433201,antagonist
1429,DB00656,BE0000289,5533,178196,antagonist
1430,DB00657,BE0000738,4032,1458110,antagonist
1431,DB00659,BE0004797,71158,31631,positive modulator
1432,DB00659,BE0004797,71158,386422,positive modulator
1433,DB00659,BE0004797,71158,386424,positive modulator
1434,DB00659,BE0004797,71158,905393,positive modulator
1435,DB00659,BE0004797,71158,182916,positive modulator
1436,DB00659,BE0004797,71158,1470364,positive modulator
1437,DB00659,BE0004797,71158,31635,positive modulator
1438,DB00659,BE0004797,71158,455946,positive modulator
1439,DB00659,BE0004797,71158,182925,positive modulator
1440,DB00659,BE0004797,71158,2388693,positive modulator
1441,DB00659,BE0004797,71158,1857126,positive modulator
1442,DB00659,BE0004797,71158,193783776,positive modulator
1443,DB00659,BE0004797,71158,31637,positive modulator
1444,DB00659,BE0004797,71158,1754749,positive modulator
1445,DB00659,BE0004797,71158,2197001,positive modulator
1446,DB00659,BE0004797,71158,7861736,positive modulator
1447,DB00659,BE0004852,71158,219920,antagonist
1448,DB00659,BE0004852,71158,558749,antagonist
1449,DB00659,BE0004852,71158,1899202,antagonist
1450,DB00659,BE0004852,71158,1196449,antagonist
1451,DB00659,BE0004852,71158,2444026,antagonist
1452,DB00659,BE0004852,71158,20372905,antagonist
1453,DB00659,BE0004852,71158,3025446,antagonist
1454,DB00659,BE0001192,71158,1408052,antagonist
1455,DB00661,BE0002359,2520,179764,inhibitor
1456,DB00661,BE0002357,2520,3183953,inhibitor
1457,DB00661,BE0002355,2520,1698403,inhibitor
1458,DB00661,BE0000303,2520,179806,inhibitor
1459,DB00661,BE0002354,2520,300417,inhibitor
1460,DB00661,BE0002358,2520,435135,inhibitor
1461,DB00661,BE0002356,2520,2058727,inhibitor
1462,DB00661,BE0000012,2520,5565888,inhibitor
1463,DB00661,BE0000483,2520,6625659,inhibitor
1464,DB00661,BE0002226,2520,179758,inhibitor
1465,DB00661,BE0000356,2520,2213913,inhibitor
1466,DB00661,BE0000090,2520,487738,inhibitor
1467,DB00661,BE0000197,2520,184039,other
1468,DB00661,BE0000708,2520,1088445,inhibitor
1469,DB00661,BE0000749,2520,36433,other
1470,DB00661,BE0000501,2520,433201,antagonist
1471,DB00661,BE0000715,2520,177807,antagonist
1472,DB00665,BE0000132,4493,178628,antagonist
1475,DB00669,BE0000659,5358,177772,agonist
1476,DB00669,BE0000797,5358,219679,agonist
1477,DB00669,BE0000460,5358,307420,agonist
1478,DB00669,BE0000291,5358,189928,agonist
1479,DB00670,BE0000092,4848,34451,antagonist
1480,DB00671,BE0000103,5362065,1572976,inhibitor
1481,DB00672,BE0000207,2727,1374919,inhibitor
1482,DB00673,BE0000384,6918365,8176544,antagonist
1483,DB00674,BE0000426,9651,177975,inhibitor
1484,DB00674,BE0000738,9651,1458110,modulator
1485,DB00674,BE0003585,9651,177898,modulator
1486,DB00674,BE0000849,9651,755648,modulator
1487,DB00674,BE0003586,9651,177926,modulator
1488,DB00674,BE0003587,9651,1458118,modulator
1489,DB00674,BE0002341,9651,496607,modulator
1490,DB00674,BE0002343,9651,6688136,modulator
1491,DB00674,BE0000411,9651,12053839,modulator
1492,DB00674,BE0000850,9651,32017,modulator
1493,DB00674,BE0003588,9651,1458124,modulator
1494,DB00674,BE0003584,9651,1458126,modulator
1495,DB00674,BE0002180,9651,1311630,inhibitor
1496,DB00675,BE0000123,2733526,31234,antagonist
1497,DB00675,BE0000123,2733526,31234,agonist
1498,DB00675,BE0000792,2733526,2911152,antagonist
1499,DB00675,BE0000792,2733526,2911152,agonist
1500,DB00675,BE0004895,2733526,35483,inhibitor
1501,DB00675,BE0004895,2733526,189969,inhibitor
1502,DB00675,BE0004895,2733526,432274,inhibitor
1503,DB00675,BE0004895,2733526,558099,inhibitor
1504,DB00675,BE0000090,2733526,487738,inhibitor
1505,DB00678,BE0000062,3961,179122,antagonist
1506,DB00682,BE0000713,54678486,40217983,inhibitor
1507,DB00684,BE0000279,36294,43010,inhibitor
1511,DB00687,BE0000668,31378,307166,agonist
1512,DB00687,BE0000794,31378,31680,agonist
1513,DB00687,BE0000132,31378,178628,agonist
1514,DB00688,BE0000761,5281078,307067,inhibitor
1515,DB00688,BE0000722,5281078,307066,inhibitor
1516,DB00691,BE0000221,91270,178286,inhibitor
1517,DB00691,BE0000982,91270,9802433,inhibitor
1518,DB00692,BE0000289,5775,178196,antagonist
1519,DB00692,BE0000501,5775,433201,antagonist
1520,DB00692,BE0000715,5775,177807,antagonist
1521,DB00693,BE0003837,16850,296655,other
1522,DB00694,BE0000742,30323,292830,inhibitor
1523,DB00696,BE0000659,8223,177772,agonist
1524,DB00696,BE0000797,8223,219679,agonist
1525,DB00696,BE0000451,8223,36431,agonist
1526,DB00696,BE0000756,8223,181432,agonist
1527,DB00696,BE0000501,8223,433201,agonist
1528,DB00696,BE0000715,8223,177807,agonist
1529,DB00696,BE0000289,8223,178196,agonist
1530,DB00696,BE0000572,8223,178198,agonist
1531,DB00696,BE0000572,8223,178198,agonist
1532,DB00696,BE0000486,8223,189258,inhibitor
1533,DB00696,BE0004889,8223,30397,agonist
1534,DB00696,BE0004889,8223,32049,agonist
1535,DB00696,BE0000291,8223,189928,agonist
1536,DB00696,BE0000460,8223,307420,agonist
1537,DB00696,BE0000533,8223,338028,agonist
1538,DB00697,BE0000289,5487,178196,agonist
1539,DB00697,BE0000572,5487,178198,agonist
1540,DB00697,BE0000342,5487,178194,agonist
1541,DB00697,BE0003580,5487,3462807,agonist
1542,DB00699,BE0000501,34040,433201,antagonist
1543,DB00700,BE0000668,443872,307166,antagonist
1544,DB00703,BE0000267,4100,29600,inhibitor
1545,DB00703,BE0000322,4100,179780,inhibitor
1546,DB00703,BE0000535,4100,179791,inhibitor
1547,DB00703,BE0003629,4100,28192445,inhibitor
1548,DB00703,BE0003625,4100,189053812,inhibitor
1549,DB00705,BE0004136,5625,896047,inhibitor
1550,DB00706,BE0000501,129211,433201,antagonist
1551,DB00706,BE0000715,129211,177807,antagonist
1552,DB00708,BE0000770,41693,452073,agonist
1553,DB00708,BE0000420,41693,27545517,agonist
1554,DB00709,BE0004136,60825,896047,inhibitor
1555,DB00709,BE0000555,60825,59427,inhibitor
1556,DB00710,BE0000776,60852,182399,inhibitor
1557,DB00712,BE0000017,3394,387018,inhibitor
1558,DB00712,BE0000262,3394,291988,inhibitor
1559,DB00713,BE0004290,6196,153767,inhibitor
1560,DB00713,BE0003624,6196,984233,inhibitor
1561,DB00713,BE0004335,6196,15457529,inhibitor
1562,DB00713,BE0000576,6196,18145626,inhibitor
1563,DB00714,BE0000581,6005,927342,agonist
1564,DB00714,BE0000389,6005,291946,agonist
1565,DB00714,BE0000756,6005,181432,agonist
1566,DB00714,BE0000342,6005,178194,agonist
1567,DB00714,BE0000572,6005,178198,agonist
1568,DB00714,BE0000533,6005,338028,agonist
1569,DB00714,BE0000145,6005,32049,agonist
1570,DB00714,BE0000291,6005,189928,agonist
1571,DB00714,BE0000451,6005,36431,agonist
1572,DB00714,BE0000393,6005,475198,agonist
1573,DB00714,BE0000289,6005,178196,agonist
1574,DB00714,BE0000020,6005,30397,agonist
1575,DB00714,BE0000659,6005,177772,agonist
1576,DB00714,BE0000797,6005,219679,agonist
1577,DB00714,BE0000666,6005,6980076,agonist
1578,DB00715,BE0000749,43815,36433,inhibitor
1579,DB00715,BE0000486,43815,189258,inhibitor
1580,DB00715,BE0000451,43815,36431,other
1581,DB00715,BE0000092,43815,34451,antagonist
1582,DB00715,BE0000560,43815,177990,antagonist
1583,DB00715,BE0000045,43815,32324,antagonist
1584,DB00715,BE0000405,43815,61970253,antagonist
1585,DB00715,BE0000247,43815,177988,antagonist
1586,DB00716,BE0000705,50294,5353887,other
1587,DB00716,BE0000099,50294,9663958,antagonist
1588,DB00716,BE0000995,50294,189184,antagonist
1589,DB00716,BE0000296,50294,940379,unknown
1590,DB00717,BE0000557,6230,35652,agonist
1591,DB00718,BE0000312,60871,329670,other
1592,DB00719,BE0000442,19861,510296,antagonist
1593,DB00722,BE0000221,5362119,178286,inhibitor
1594,DB00723,BE0000501,6082,433201,agonist
1595,DB00723,BE0000715,6082,177807,binder
1596,DB00724,BE0000155,57469,7330281,agonist
1597,DB00725,BE0000560,6646,177990,antagonist
1598,DB00725,BE0000092,6646,34451,antagonist
1599,DB00725,BE0000405,6646,61970253,antagonist
1600,DB00725,BE0000247,6646,177988,antagonist
1601,DB00725,BE0000045,6646,32324,antagonist
1602,DB00726,BE0000749,5584,36433,inhibitor
1603,DB00726,BE0000486,5584,189258,inhibitor
1604,DB00726,BE0000647,5584,553260,inhibitor
1605,DB00726,BE0000451,5584,36431,agonist
1606,DB00726,BE0000291,5584,189928,antagonist
1607,DB00726,BE0000501,5584,433201,antagonist
1608,DB00726,BE0000756,5584,181432,other
1609,DB00726,BE0000572,5584,178198,other
1610,DB00726,BE0000442,5584,510296,antagonist
1611,DB00726,BE0000533,5584,338028,antagonist
1612,DB00726,BE0000311,5584,681914,binder
1613,DB00726,BE0000659,5584,177772,binder
1614,DB00726,BE0000289,5584,178196,other
1615,DB00726,BE0004889,5584,30397,binder
1616,DB00726,BE0004889,5584,32049,binder
1617,DB00726,BE0004872,5584,178200,binder
1618,DB00726,BE0004872,5584,29371,binder
1619,DB00726,BE0004872,5584,178896,binder
1620,DB00726,BE0004890,5584,34451,binder
1621,DB00726,BE0004890,5584,177990,binder
1622,DB00726,BE0004890,5584,32324,binder
1623,DB00726,BE0004890,5584,61970253,binder
1624,DB00726,BE0004890,5584,177988,binder
1625,DB00727,BE0000556,4510,28230,agonist
1626,DB00728,BE0000738,441290,1458110,antagonist
1627,DB00728,BE0000560,441290,177990,antagonist
1628,DB00728,BE0000311,441290,681914,antagonist
1629,DB00731,BE0000207,5311309,1374919,inhibitor
1630,DB00731,BE0000215,5311309,1711117,agonist
1631,DB00732,BE0000738,47320,1458110,antagonist
1632,DB00734,BE0000451,5073,36431,antagonist
1633,DB00734,BE0000756,5073,181432,antagonist
1634,DB00734,BE0000581,5073,927342,antagonist
1635,DB00734,BE0000389,5073,291946,antagonist
1636,DB00734,BE0000501,5073,433201,antagonist
1637,DB00734,BE0000659,5073,177772,antagonist
1638,DB00734,BE0000442,5073,510296,antagonist
1639,DB00734,BE0000289,5073,178196,antagonist
1640,DB00734,BE0000572,5073,178198,antagonist
1641,DB00734,BE0000572,5073,178198,agonist
1642,DB00734,BE0000342,5073,178194,agonist
1643,DB00734,BE0000533,5073,338028,antagonist
1644,DB00734,BE0000291,5073,189928,antagonist
1645,DB00734,BE0000020,5073,30397,antagonist
