drugbank_id,drugbank_tid,CID,mol_id,action
DB00393,BE0000303,4497,179806,inhibitor
DB00393,BE0002354,4497,300417,inhibitor
DB00393,BE0002358,4497,435135,inhibitor
DB00393,BE0002356,4497,2058727,inhibitor
DB00393,BE0000668,4497,307166,antagonist
DB00393,BE0003721,4497,533324,agonist
DB00394,BE0000794,21700,31680,agonist
DB00396,BE0000557,5994,35652,agonist
DB00396,BE0000123,5994,31234,agonist
DB00396,BE0000668,5994,307166,antagonist
DB00396,BE0000344,5994,181342,inhibitor
DB00396,BE0000632,5994,532060,activator
DB00396,BE0000794,5994,31680,partial agonist
DB00397,BE0000020,26934,30397,partial agonist
DB00397,BE0000172,26934,178200,agonist
DB00397,BE0000694,26934,29371,agonist
DB00398,BE0000634,216239,41387220,inhibitor
DB00398,BE0000036,216239,35842,inhibitor
DB00398,BE0000023,216239,297050,antagonist
DB00398,BE0000369,216239,2655412,antagonist
DB00398,BE0000147,216239,409573,antagonist
DB00398,BE0000205,216239,189732,antagonist
DB00398,BE0000453,216239,34085,antagonist
DB00398,BE0002131,216239,31368,inhibitor
DB00398,BE0000029,216239,31432,inhibitor
DB00399,BE0000776,68740,182399,inhibitor
DB00399,BE0003570,68740,4520350,inhibitor
DB00400,BE0000283,441140,170938,inhibitor
DB00400,BE0000646,441140,2055378,inhibitor
DB00401,BE0000691,4499,179762,inhibitor
DB00401,BE0002354,4499,300417,inhibitor
DB00401,BE0002359,4499,179764,inhibitor
DB00401,BE0002355,4499,1698403,inhibitor
DB00402,BE0000795,969472,31631,potentiator
DB00402,BE0000381,969472,386422,agonist
DB00402,BE0000523,969472,386424,agonist
DB00402,BE0000471,969472,182916,agonist
DB00402,BE0000736,969472,306883,agonist
DB00402,BE0004797,969472,31631,positive allosteric modulator
DB00402,BE0004797,969472,386422,positive allosteric modulator
DB00402,BE0004797,969472,386424,positive allosteric modulator
DB00402,BE0004797,969472,905393,positive allosteric modulator
DB00402,BE0004797,969472,182916,positive allosteric modulator
DB00402,BE0004797,969472,1470364,positive allosteric modulator
DB00402,BE0004797,969472,31635,positive allosteric modulator
DB00402,BE0004797,969472,455946,positive allosteric modulator
DB00402,BE0004797,969472,182925,positive allosteric modulator
DB00402,BE0004797,969472,2388693,positive allosteric modulator
DB00402,BE0004797,969472,1857126,positive allosteric modulator
DB00402,BE0004797,969472,193783776,positive allosteric modulator
DB00402,BE0004797,969472,31637,positive allosteric modulator
DB00402,BE0004797,969472,1754749,positive allosteric modulator
DB00402,BE0004797,969472,2197001,positive allosteric modulator
DB00402,BE0004797,969472,7861736,positive allosteric modulator
DB00403,BE0000402,16129675,306491,inducer
DB00404,BE0004797,2118,31631,positive allosteric modulator
DB00404,BE0004797,2118,386422,positive allosteric modulator
DB00404,BE0004797,2118,386424,positive allosteric modulator
DB00404,BE0004797,2118,905393,positive allosteric modulator
DB00404,BE0004797,2118,182916,positive allosteric modulator
DB00404,BE0004797,2118,1470364,positive allosteric modulator
DB00404,BE0004797,2118,31635,positive allosteric modulator
DB00404,BE0004797,2118,455946,positive allosteric modulator
DB00404,BE0004797,2118,182925,positive allosteric modulator
DB00404,BE0004797,2118,2388693,positive allosteric modulator
DB00404,BE0004797,2118,1857126,positive allosteric modulator
DB00404,BE0004797,2118,193783776,positive allosteric modulator
DB00404,BE0004797,2118,31637,positive allosteric modulator
DB00404,BE0004797,2118,1754749,positive allosteric modulator
DB00404,BE0004797,2118,2197001,positive allosteric modulator
DB00404,BE0004797,2118,7861736,positive allosteric modulator
DB00405,BE0000442,16960,510296,antagonist
DB00408,BE0000756,3964,181432,antagonist
DB00408,BE0000020,3964,30397,antagonist
DB00408,BE0000451,3964,36431,antagonist
DB00408,BE0000533,3964,338028,antagonist
DB00408,BE0000291,3964,189928,binder
DB00408,BE0000797,3964,219679,binder
DB00408,BE0000659,3964,177772,binder
DB00408,BE0000476,3964,177774,binder
DB00408,BE0000311,3964,681914,binder
DB00408,BE0000945,3964,1162924,binder
DB00408,BE0000650,3964,1857143,binder
DB00408,BE0000501,3964,433201,binder
DB00408,BE0000289,3964,178196,binder
DB00408,BE0000572,3964,178198,binder
DB00408,BE0000342,3964,178194,binder
DB00408,BE0000172,3964,178200,binder
DB00408,BE0000092,3964,34451,binder
DB00408,BE0000560,3964,177990,binder
DB00408,BE0000045,3964,32324,binder
DB00408,BE0000405,3964,61970253,binder
DB00408,BE0000247,3964,177988,binder
DB00408,BE0004889,3964,30397,binder
DB00408,BE0004889,3964,32049,binder
DB00408,BE0000581,3964,927342,binder
DB00408,BE0000389,3964,291946,binder
DB00408,BE0000145,3964,32049,binder
DB00408,BE0000442,3964,510296,binder
DB00408,BE0000112,3964,184088,binder
DB00408,BE0000146,3964,10241847,binder
DB00408,BE0000749,3964,36433,binder
DB00408,BE0000486,3964,189258,binder
DB00408,BE0000647,3964,553260,binder
DB00409,BE0000756,54477,181432,antagonist
DB00409,BE0000389,54477,291946,antagonist
DB00409,BE0000581,54477,927342,antagonist
DB00409,BE0000451,54477,36431,other/unknown
DB00409,BE0000156,54477,1783387,antagonist
DB00410,BE0000804,446596,437916,inhibitor
DB00411,BE0000092,5831,34451,agonist
DB00411,BE0000560,5831,177990,agonist
DB00411,BE0000738,5831,1458110,agonist
DB00412,BE0000215,77999,1711117,agonist
DB00412,BE0000996,77999,3158351,inhibitor
DB00413,BE0000581,119570,927342,agonist
DB00413,BE0000756,119570,181432,agonist
DB00413,BE0000389,119570,291946,agonist
DB00413,BE0000572,119570,178198,unknown
DB00413,BE0000291,119570,189928,unknown
DB00413,BE0000659,119570,177772,unknown
DB00413,BE0000289,119570,178196,partial agonist
DB00413,BE0000797,119570,219679,unknown
DB00413,BE0000451,119570,36431,unknown
DB00413,BE0000393,119570,475198,unknown
DB00413,BE0000533,119570,338028,unknown
DB00413,BE0000342,119570,178194,unknown
DB00413,BE0000020,119570,30397,unknown
DB00413,BE0000145,119570,32049,unknown
DB00414,BE0000644,1989,529313,inhibitor
DB00415,BE0004335,6249,15457529,inhibitor
DB00415,BE0004290,6249,153767,inhibitor
DB00415,BE0003624,6249,984233,inhibitor
DB00416,BE0000738,24244,1458110,antagonist
DB00417,BE0003618,6869,46611,inhibitor
DB00418,BE0000795,5193,31631,potentiator
DB00418,BE0000381,5193,386422,potentiator
DB00418,BE0000523,5193,386424,potentiator
DB00418,BE0000478,5193,905393,potentiator
DB00418,BE0000471,5193,182916,potentiator
DB00418,BE0000764,5193,1470364,potentiator
DB00418,BE0000849,5193,755648,antagonist
DB00418,BE0002341,5193,496607,antagonist
DB00418,BE0000829,5193,493134,antagonist
DB00418,BE0000826,5193,790532,antagonist
DB00418,BE0004956,5193,219920,antagonist
DB00418,BE0004956,5193,558749,antagonist
DB00418,BE0004956,5193,1899202,antagonist
DB00418,BE0004956,5193,1196449,antagonist
DB00418,BE0004956,5193,2444026,antagonist
DB00418,BE0004956,5193,20372905,antagonist
DB00418,BE0004956,5193,3025446,antagonist
DB00419,BE0000477,51634,1325917,inhibitor
DB00420,BE0000756,4926,181432,antagonist
DB00420,BE0000451,4926,36431,antagonist
DB00420,BE0000533,4926,338028,antagonist
DB00420,BE0000020,4926,30397,antagonist
DB00420,BE0000389,4926,291946,antagonist
DB00420,BE0000405,4926,61970253,antagonist
DB00420,BE0000560,4926,177990,antagonist
DB00420,BE0000045,4926,32324,antagonist
DB00420,BE0000092,4926,34451,antagonist
DB00420,BE0000247,4926,177988,antagonist
DB00420,BE0000501,4926,433201,antagonist
DB00420,BE0000442,4926,510296,antagonist
DB00420,BE0000715,4926,177807,antagonist
DB00421,BE0000668,5833,307166,antagonist
DB00421,BE0000132,5833,178628,antagonist
DB00421,BE0000557,5833,35652,agonist
DB00421,BE0000794,5833,31680,antagonist
DB00421,BE0003542,5833,35200,antagonist
DB00421,BE0004887,5833,177767,antagonist
DB00421,BE0004887,5833,338469,antagonist
DB00421,BE0000685,5833,296673,binder
DB00421,BE0004902,5833,306473,inhibitor
DB00421,BE0004902,5833,179762,inhibitor
DB00421,BE0004902,5833,7105926,inhibitor
DB00421,BE0004902,5833,179764,inhibitor
DB00421,BE0004902,5833,3183953,inhibitor
DB00421,BE0004902,5833,1698403,inhibitor
DB00421,BE0004902,5833,37678114,inhibitor
DB00421,BE0004902,5833,179806,inhibitor
DB00421,BE0004902,5833,300417,inhibitor
DB00421,BE0004902,5833,435135,inhibitor
DB00421,BE0004902,5833,2058727,inhibitor
DB00421,BE0004902,5833,179758,inhibitor
DB00421,BE0004902,5833,2213913,inhibitor
DB00421,BE0004902,5833,6625659,inhibitor
DB00421,BE0004902,5833,14670397,inhibitor
DB00421,BE0004902,5833,5565888,inhibitor
DB00422,BE0000647,4158,553260,inhibitor
DB00422,BE0000486,4158,189258,inhibitor
DB00422,BE0000749,4158,36433,inhibitor
DB00423,BE0000267,4107,29600,inhibitor
DB00424,BE0000092,154417,34451,antagonist
DB00424,BE0000560,154417,177990,antagonist
DB00424,BE0000045,154417,32324,antagonist
DB00424,BE0000405,154417,61970253,antagonist
DB00425,BE0000795,5732,31631,potentiator
DB00425,BE0000381,5732,386422,agonist
DB00425,BE0000523,5732,386424,agonist
DB00425,BE0002345,5732,182925,agonist
DB00425,BE0003592,5732,31637,agonist
DB00426,BE0000308,3324,59530,inhibitor
DB00426,BE0000633,3324,60016,inhibitor
DB00427,BE0000442,5282443,510296,antagonist
DB00428,BE0001045,29327,307125,ligand
DB00428,BE0004258,29327,29337303,antagonist
DB00429,BE0000064,45266502,410209,agonist
DB00430,BE0000488,636405,42468,inhibitor
DB00430,BE0003686,636405,1763284,inhibitor
DB00430,BE0003687,636405,4887211,inhibitor
DB00430,BE0003685,636405,41218,inhibitor
DB00430,BE0000588,636405,581194,inhibitor
DB00431,BE0002344,727,31635,antagonist
DB00431,BE0000433,727,31851,antagonist
DB00431,BE0000745,727,31849,antagonist
DB00431,BE0000414,727,3342792,antagonist
DB00431,BE0000055,727,992687,antagonist
DB00432,BE0000324,6256,37479,inhibitor
DB00433,BE0000756,4917,181432,antagonist
DB00434,BE0000442,2913,510296,antagonist
DB00434,BE0000451,2913,36431,antagonist
DB00434,BE0000533,2913,338028,antagonist
DB00434,BE0000092,2913,34451,antagonist
DB00434,BE0000560,2913,177990,antagonist
DB00434,BE0000045,2913,32324,antagonist
DB00435,BE0003578,145068,31671,inducer
DB00436,BE0000419,2315,1172161,inhibitor
DB00436,BE0000553,2315,537439,inducer
DB00436,BE0000267,2315,29600,inhibitor
DB00436,BE0000322,2315,179780,inhibitor
DB00436,BE0000535,2315,179791,inhibitor
DB00437,BE0002204,2094,10336525,inhibitor
DB00438,BE0000588,5481173,581194,inhibitor
DB00438,BE0004290,5481173,153767,inhibitor
DB00438,BE0000488,5481173,42468,inhibitor
DB00438,BE0003687,5481173,4887211,inhibitor
DB00438,BE0003579,5481173,42314,inhibitor
DB00439,BE0000574,446156,306865,inhibitor
DB00440,BE0000324,5578,37479,inhibitor
DB00440,BE0000330,5578,182724,inhibitor
DB00441,BE0000325,60750,36065,inhibitor
DB00441,BE0000324,60750,37479,inhibitor
DB00441,BE0000637,60750,6578133,inhibitor
DB00443,BE0000794,9782,31680,agonist
DB00444,BE0000742,452548,292830,inhibitor
DB00445,BE0000531,41867,2645429,antagonist
DB00445,BE0000742,41867,292830,inhibitor
DB00446,BE0001544,5959,145801,antagonist
DB00446,BE0000929,5959,181468,other
DB00447,BE0000576,5284585,18145626,inhibitor
DB00448,BE0000349,3883,561634,inhibitor
DB00449,BE0000501,3105,433201,agonist
DB00449,BE0000289,3105,178196,agonist
DB00449,BE0000694,3105,29371,agonist
DB00449,BE0002180,3105,1311630,substrate
DB00449,BE0000426,3105,177975,inhibitor
DB00450,BE0000756,3168,181432,antagonist
DB00450,BE0000501,3168,433201,antagonist
DB00451,BE0000687,5819,825639,agonist
DB00451,BE0000315,5819,31207,agonist
DB00452,BE0000279,8378,43010,inhibitor
DB00452,BE0000919,8378,189314,antagonist
DB00453,BE0000019,54680675,42798,inhibitor
DB00453,BE0000127,54680675,535073,inhibitor
DB00454,BE0000365,4058,219920,antagonist
DB00454,BE0000417,4058,1899202,antagonist
DB00454,BE0000760,4058,558749,antagonist
DB00454,BE0000454,4058,1196449,antagonist
DB00454,BE0000396,4058,2444026,antagonist
DB00454,BE0004890,4058,34451,binder
DB00454,BE0004890,4058,177990,binder
DB00454,BE0004890,4058,32324,binder
DB00454,BE0004890,4058,61970253,binder
DB00454,BE0004890,4058,177988,binder
DB00454,BE0000770,4058,452073,agonist
DB00454,BE0000647,4058,553260,inhibitor
DB00454,BE0000486,4058,189258,inhibitor
DB00454,BE0000749,4058,36433,binding
DB00455,BE0000442,3957,510296,antagonist
DB00456,BE0001349,6024,515050,inhibitor
DB00456,BE0004290,6024,153767,inhibitor
DB00456,BE0004335,6024,15457529,inhibitor
DB00456,BE0003624,6024,984233,inhibitor
DB00456,BE0000576,6024,18145626,inhibitor
DB00456,BE0001358,6024,145267,potentiator
DB00457,BE0000501,4893,433201,antagonist
DB00457,BE0000715,4893,177807,antagonist
DB00457,BE0000090,4893,487738,inhibitor
DB00457,BE0000462,4893,11878259,inhibitor
DB00457,BE0000699,4893,4104136,inhibitor
DB00457,BE0000289,4893,178196,binder
DB00457,BE0000572,4893,178198,binder
DB00458,BE0000486,3696,189258,inhibitor
DB00458,BE0000451,3696,36431,antagonist
DB00458,BE0000749,3696,36433,inhibitor
DB00458,BE0000442,3696,510296,antagonist
DB00458,BE0000501,3696,433201,antagonist
DB00458,BE0000715,3696,177807,antagonist
DB00458,BE0000092,3696,34451,antagonist
DB00458,BE0000560,3696,177990,antagonist
DB00458,BE0000045,3696,32324,antagonist
DB00458,BE0000405,3696,61970253,antagonist
DB00458,BE0000247,3696,177988,antagonist
DB00458,BE0003603,3696,4530478,inhibitor
DB00458,BE0003604,3696,2935434,inhibitor
DB00458,BE0000533,3696,338028,antagonist
DB00458,BE0000533,3696,338028,binder
DB00458,BE0000650,3696,1857143,antagonist
DB00458,BE0004889,3696,30397,binder
DB00458,BE0004889,3696,32049,binder
DB00458,BE0000756,3696,181432,binder
DB00458,BE0000090,3696,487738,inhibitor
DB00458,BE0000647,3696,553260,inhibitor
DB00458,BE0000291,3696,189928,activator
DB00458,BE0000945,3696,1162924,binder
DB00459,BE0000412,5284513,35885,agonist
DB00459,BE0000663,5284513,36157,agonist
DB00459,BE0000206,5284513,35883,agonist
DB00459,BE0000144,5284513,306887,agonist
DB00459,BE0000078,5284513,30448,agonist
DB00459,BE0000707,5284513,1053069,agonist
DB00459,BE0000301,5284513,190948,agonist
DB00461,BE0000262,4409,291988,inhibitor
DB00461,BE0000017,4409,387018,inhibitor
DB00462,BE0000092,23724781,34451,antagonist
DB00462,BE0000560,23724781,177990,antagonist
DB00462,BE0000045,23724781,32324,antagonist
DB00463,BE0000795,4099,31631,potentiator
DB00463,BE0000381,4099,386422,potentiator
DB00463,BE0000523,4099,386424,potentiator
DB00463,BE0000478,4099,905393,potentiator
DB00463,BE0000471,4099,182916,potentiator
DB00463,BE0000764,4099,1470364,potentiator
DB00463,BE0000849,4099,755648,antagonist
DB00463,BE0002341,4099,496607,antagonist
DB00463,BE0000829,4099,493134,antagonist
DB00463,BE0000826,4099,790532,antagonist
DB00463,BE0004797,4099,31631,positive allosteric modulator
DB00463,BE0004797,4099,386422,positive allosteric modulator
DB00463,BE0004797,4099,386424,positive allosteric modulator
DB00463,BE0004797,4099,905393,positive allosteric modulator
DB00463,BE0004797,4099,182916,positive allosteric modulator
DB00463,BE0004797,4099,1470364,positive allosteric modulator
DB00463,BE0004797,4099,31635,positive allosteric modulator
DB00463,BE0004797,4099,455946,positive allosteric modulator
DB00463,BE0004797,4099,182925,positive allosteric modulator
DB00463,BE0004797,4099,2388693,positive allosteric modulator
DB00463,BE0004797,4099,1857126,positive allosteric modulator
DB00463,BE0004797,4099,193783776,positive allosteric modulator
DB00463,BE0004797,4099,31637,positive allosteric modulator
DB00463,BE0004797,4099,1754749,positive allosteric modulator
DB00463,BE0004797,4099,2197001,positive allosteric modulator
DB00463,BE0004797,4099,7861736,positive allosteric modulator
DB00464,BE0000380,23665772,190334,inhibitor
DB00464,BE0000943,23665772,190289,inhibitor
DB00465,BE0000262,3826,291988,inhibitor
DB00465,BE0000017,3826,387018,inhibitor
DB00466,BE0000129,31304,182911,antagonist
DB00466,BE0000795,31304,31631,antagonist
DB00466,BE0000745,31304,31849,antagonist
DB00466,BE0000414,31304,3342792,antagonist
DB00466,BE0000433,31304,31851,antagonist
DB00467,BE0000366,3229,1574722,inhibitor
DB00467,BE0000429,3229,1574370,inhibitor
DB00467,BE0000742,3229,292830,inhibitor
DB00468,BE0000866,3034034,2160046,other
DB00468,BE0000415,3034034,2584866,inhibitor
DB00469,BE0000262,54677971,291988,inhibitor
DB00469,BE0000017,54677971,387018,inhibitor
DB00470,BE0000061,16078,29915,agonist
DB00470,BE0000095,16078,407807,agonist
DB00471,BE0000705,5281040,5353887,antagonist
DB00471,BE0000248,5281040,187193,other/unknown
DB00472,BE0000749,3386,36433,inhibitor
DB00472,BE0000090,3386,487738,inhibitor
DB00472,BE0000533,3386,338028,antagonist
DB00472,BE0000738,3386,1458110,antagonist
DB00472,BE0003585,3386,177898,antagonist
DB00472,BE0003584,3386,1458126,antagonist
DB00473,BE0000197,10770,184039,inhibitor
DB00473,BE0000177,10770,4838145,inhibitor
DB00474,BE0000795,9034,31631,antagonist
DB00475,BE0004797,2712,31631,positive allosteric modulator
DB00475,BE0004797,2712,386422,positive allosteric modulator
DB00475,BE0004797,2712,386424,positive allosteric modulator
DB00475,BE0004797,2712,905393,positive allosteric modulator
DB00475,BE0004797,2712,182916,positive allosteric modulator
DB00475,BE0004797,2712,1470364,positive allosteric modulator
DB00475,BE0004797,2712,31635,positive allosteric modulator
DB00475,BE0004797,2712,455946,positive allosteric modulator
DB00475,BE0004797,2712,182925,positive allosteric modulator
DB00475,BE0004797,2712,2388693,positive allosteric modulator
DB00475,BE0004797,2712,1857126,positive allosteric modulator
DB00475,BE0004797,2712,193783776,positive allosteric modulator
DB00475,BE0004797,2712,31637,positive allosteric modulator
DB00475,BE0004797,2712,1754749,positive allosteric modulator
DB00475,BE0004797,2712,2197001,positive allosteric modulator
DB00475,BE0004797,2712,7861736,positive allosteric modulator
DB00476,BE0000749,60835,36433,inhibitor
DB00476,BE0000486,60835,189258,inhibitor
DB00476,BE0000647,60835,553260,inhibitor
DB00477,BE0000756,2726,181432,antagonist
DB00477,BE0000020,2726,30397,antagonist
DB00477,BE0000291,2726,189928,antagonist
DB00477,BE0000451,2726,36431,antagonist
DB00477,BE0000501,2726,433201,antagonist
DB00477,BE0000442,2726,510296,antagonist
DB00477,BE0000090,2726,487738,inhibitor
DB00477,BE0004889,2726,30397,inhibitor
DB00477,BE0004889,2726,32049,inhibitor
DB00477,BE0000581,2726,927342,inhibitor
DB00477,BE0000389,2726,291946,binder
DB00477,BE0000145,2726,32049,inhibitor
DB00477,BE0000533,2726,338028,binder
DB00477,BE0004881,2726,36431,binder
DB00477,BE0004881,2726,475198,binder
DB00477,BE0004881,2726,338028,binder
DB00477,BE0004863,2726,433201,inhibitor
DB00477,BE0004863,2726,177807,inhibitor
DB00477,BE0004864,2726,178196,inhibitor
DB00477,BE0004864,2726,178198,inhibitor
DB00477,BE0004864,2726,178194,inhibitor
DB00477,BE0000092,2726,34451,antagonist
DB00477,BE0000045,2726,32324,antagonist
DB00477,BE0000973,2726,179095,inhibitor
DB00477,BE0000418,2726,179888,inhibitor
DB00477,BE0004879,2726,757907,binder
DB00477,BE0004879,2726,16359000,binder
DB00477,BE0000945,2726,1162924,binder
DB00477,BE0000650,2726,1857143,binder
DB00477,BE0000146,2726,10241847,binder
DB00478,BE0000630,5071,324265,other/unknown
DB00479,BE0000279,37768,43010,inhibitor
DB00480,BE0000262,216326,291988,negative modulator
DB00481,BE0000123,5035,31234,agonist
DB00481,BE0000792,5035,2911152,agonist
DB00482,BE0000262,2662,291988,inhibitor
DB00482,BE0001193,2662,2407613,inhibitor
DB00482,BE0000322,2662,179780,inhibitor
DB00482,BE0003625,2662,189053812,inhibitor
DB00483,BE0000560,6172,177990,antagonist
DB00483,BE0000426,6172,177975,inhibitor
DB00483,BE0000738,6172,1458110,antagonist
DB00484,BE0000289,2435,178196,agonist
DB00484,BE0000572,2435,178198,agonist
DB00484,BE0000342,2435,178194,agonist
DB00485,BE0004335,18381,15457529,inhibitor
DB00485,BE0004290,18381,153767,inhibitor
DB00485,BE0003624,18381,984233,inhibitor
DB00486,BE0000095,5284592,407807,partial agonist
DB00486,BE0000061,5284592,29915,partial agonist
DB00487,BE0000429,51081,1574370,inhibitor
DB00487,BE0000366,51081,1574722,inhibitor
DB00487,BE0000742,51081,292830,inhibitor
DB00489,BE0000090,5253,487738,inhibitor
DB00489,BE0000172,5253,178200,antagonist
DB00489,BE0000694,5253,29371,antagonist
DB00490,BE0000291,2477,189928,partial agonist
DB00490,BE0000756,2477,181432,antagonist
DB00491,BE0000837,441314,17648144,antagonist
DB00491,BE0000837,441314,17648144,inhibitor
DB00491,BE0000876,441314,31608,antagonist
DB00492,BE0000221,55891,178286,inhibitor
DB00493,BE0004335,5742673,15457529,inhibitor
DB00493,BE0000790,5742673,790944,inhibitor
DB00493,BE0004290,5742673,153767,inhibitor
DB00493,BE0003624,5742673,984233,inhibitor
DB00494,BE0002089,5281081,180920,inhibitor
DB00495,BE0004136,35370,896047,inhibitor
DB00496,BE0000045,444031,32324,antagonist
DB00496,BE0000092,444031,34451,antagonist
DB00496,BE0000560,444031,177990,antagonist
DB00496,BE0000405,444031,61970253,antagonist
DB00496,BE0000247,444031,177988,antagonist
DB00497,BE0000770,5284603,452073,agonist
DB00497,BE0000632,5284603,532060,agonist
DB00497,BE0000420,5284603,27545517,agonist
DB00497,BE0004879,5284603,757907,binder
DB00497,BE0004879,5284603,16359000,binder
DB00498,BE0000713,4760,40217983,inhibitor
DB00499,BE0000132,3397,178628,antagonist
DB00499,BE0003721,3397,533324,agonist
DB00500,BE0000262,5509,291988,inhibitor
DB00500,BE0000017,5509,387018,inhibitor
DB00501,BE0000112,2756,184088,antagonist
DB00502,BE0000756,3559,181432,antagonist
DB00502,BE0000020,3559,30397,antagonist
DB00502,BE0000417,3559,1899202,antagonist
DB00502,BE0000451,3559,36431,other/unknown
DB00502,BE0000581,3559,927342,inverse agonist
DB00503,BE0000956,392622,3511138,activator
DB00504,BE0000770,5359371,452073,partial agonist
DB00505,BE0000045,20299,32324,antagonist
DB00505,BE0000092,20299,34451,antagonist
DB00505,BE0000560,20299,177990,antagonist
DB00508,BE0000020,5568,30397,antagonist
DB00508,BE0000756,5568,181432,antagonist
DB00508,BE0000393,5568,475198,antagonist
DB00508,BE0000092,5568,34451,antagonist
DB00508,BE0000560,5568,177990,antagonist
DB00509,BE0000687,8730,825639,agonist
DB00509,BE0000315,8730,31207,agonist
DB00511,BE0000732,5284512,219942,inhibitor
DB00513,BE0000211,564,387026,inhibitor
DB00513,BE0001088,564,339834,antagonist
DB00513,BE0001283,564,28620,other
DB00514,BE0000156,5360696,1783387,agonist
DB00514,BE0000290,5360696,123231939,agonist
DB00514,BE0000641,5360696,20372905,antagonist
DB00514,BE0000738,5360696,1458110,antagonist
DB00514,BE0000749,5360696,36433,inhibitor
DB00514,BE0003585,5360696,177898,antagonist
DB00514,BE0000849,5360696,755648,antagonist
DB00514,BE0003584,5360696,1458126,antagonist
DB00514,BE0000850,5360696,32017,antagonist
DB00514,BE0002341,5360696,496607,antagonist
DB00514,BE0000770,5360696,452073,agonist
DB00514,BE0000420,5360696,27545517,agonist
DB00514,BE0000632,5360696,532060,agonist
DB00514,BE0004904,5360696,190824,inhibitor
DB00514,BE0000486,5360696,189258,inhibitor
DB00517,BE0000092,21867154,34451,antagonist
DB00517,BE0000560,21867154,177990,antagonist
DB00517,BE0000045,21867154,32324,antagonist
DB00518,BE0001340,2082,37492,inhibitor
DB00518,BE0001367,2082,37494,inhibitor
DB00518,BE0001487,2082,24346572,inhibitor
DB00519,BE0000221,5484727,178286,inhibitor
DB00521,BE0000694,2583,29371,antagonist
DB00521,BE0000172,2583,178200,partial agonist
DB00522,BE0002128,6957673,306886,ligand
DB00523,BE0000663,449171,36157,agonist
DB00523,BE0000412,449171,35885,agonist
DB00523,BE0000206,449171,35883,agonist
DB00523,BE0000078,449171,30448,agonist
DB00523,BE0000144,449171,306887,agonist
DB00523,BE0000707,449171,1053069,agonist
DB00524,BE0000419,4170,1172161,inhibitor
DB00527,BE0000177,3025,4838145,inhibitor
DB00527,BE0000197,3025,184039,inhibitor
DB00527,BE0000418,3025,179888,inhibitor
DB00528,BE0000679,65866,306473,inhibitor
DB00529,BE0000343,3415,1780831,inhibitor
DB00529,BE0000308,3415,59530,inhibitor
DB00530,BE0000767,176870,757924,antagonist
DB00530,BE0000956,176870,3511138,agonist
DB00532,BE0000197,4060,184039,inhibitor
DB00532,BE0000956,4060,3511138,activator
DB00533,BE0000262,5090,291988,inhibitor
DB00533,BE0001046,5090,182021,other/unknown
DB00534,BE0000502,25210,1373425,inducer
DB00534,BE0000152,25210,3766467,inhibitor
DB00535,BE0003621,6915944,150279,inhibitor
DB00535,BE0001075,6915944,189040,inhibitor
DB00537,BE0000429,2764,1574370,inhibitor
DB00537,BE0000366,2764,1574722,inhibitor
DB00537,BE0000742,2764,292830,inhibitor
DB00539,BE0000123,3005573,31234,modulator
DB00540,BE0000486,4543,189258,inhibitor
DB00540,BE0000749,4543,36433,inhibitor
DB00540,BE0000451,4543,36431,antagonist
DB00540,BE0000291,4543,189928,antagonist
DB00540,BE0000442,4543,510296,antagonist
DB00540,BE0000501,4543,433201,antagonist
DB00540,BE0000715,4543,177807,antagonist
DB00540,BE0000092,4543,34451,antagonist
DB00540,BE0000560,4543,177990,antagonist
DB00540,BE0000045,4543,32324,antagonist
DB00540,BE0000405,4543,61970253,antagonist
DB00540,BE0000247,4543,177988,antagonist
DB00540,BE0000533,4543,338028,antagonist
DB00540,BE0000945,4543,1162924,binder
DB00540,BE0004864,4543,178196,antagonist
DB00540,BE0004864,4543,178198,antagonist
DB00540,BE0004864,4543,178194,antagonist
DB00540,BE0004872,4543,178200,antagonist
DB00540,BE0004872,4543,29371,antagonist
DB00540,BE0004872,4543,178896,antagonist
DB00540,BE0000756,4543,181432,antagonist
DB00540,BE0004897,4543,1783387,binder
DB00541,BE0000143,5978,338695,inhibitor
DB00541,BE0001391,5978,32015,inhibitor
DB00542,BE0000221,5362124,178286,inhibitor
DB00543,BE0000486,2170,189258,inhibitor
DB00543,BE0000749,2170,36433,inhibitor
DB00543,BE0000756,2170,181432,antagonist
DB00543,BE0000020,2170,30397,antagonist
DB00543,BE0000289,2170,178196,antagonist
DB00543,BE0000501,2170,433201,antagonist
DB00543,BE0000092,2170,34451,antagonist
DB00543,BE0000795,2170,31631,antagonist
DB00543,BE0000451,2170,36431,antagonist
DB00543,BE0000533,2170,338028,antagonist
DB00543,BE0000945,2170,1162924,antagonist
DB00543,BE0000650,2170,1857143,antagonist
DB00543,BE0000581,2170,927342,antagonist
DB00543,BE0000389,2170,291946,antagonist
DB00543,BE0000442,2170,510296,antagonist
DB00543,BE0004863,2170,433201,antagonist
DB00543,BE0004863,2170,177807,antagonist
DB00543,BE0004890,2170,34451,antagonist
DB00543,BE0004890,2170,177990,antagonist
DB00543,BE0004890,2170,32324,antagonist
DB00543,BE0004890,2170,61970253,antagonist
DB00543,BE0004890,2170,177988,antagonist
DB00543,BE0000393,2170,475198,antagonist
DB00543,BE0000311,2170,681914,antagonist
DB00543,BE0000291,2170,189928,antagonist
DB00543,BE0000797,2170,219679,antagonist
DB00543,BE0004864,2170,178196,antagonist
